Key,Name,Address Line 1,City,State,Zip,latitude,longitude,Address Validity,BI Qualification,BI Plan,BI Service Level,BI Availability,BI Reason,4G LTE,L600,L700,L1900,L2100,L2500,Covlall,5G,NR600,NR1900,NR2500,Roaming Only,Roaming,NearestSite,Tower Distance,DistToSite_Mi,DirectionDegrees,Technician Tablets,Fixed Wireless,Trucks,Hexbins,Sample Count,Avg Ookla Download (Mbps),Min Ookla Download (Mbps),Max Ookla Download (Mbps),Avg Ookla Upload (Mbps),Min Ookla Upload (Mbps),Max Ookla Upload (Mbps),Avg Ookla Latency (ms),Min Ookla Latency (ms),Max Ookla Latency (ms),Hexbins - VZ,Sample Count - VZ,Avg Ookla Download (Mbps) - VZ,Min Ookla Download (Mbps) - VZ,Max Ookla Download (Mbps) - VZ,Avg Ookla Upload (Mbps) - VZ,Min Ookla Upload (Mbps) - VZ,Max Ookla Upload (Mbps) - VZ,Avg Ookla Latency (ms) - VZ,Min Ookla Latency (ms) - VZ,Max Ookla Latency (ms) - VZ,Hexbins - AT&T,Sample Count - AT&T,Avg Ookla Download (Mbps) - AT&T,Min Ookla Download (Mbps) - AT&T,Max Ookla Download (Mbps) - AT&T,Avg Ookla Upload (Mbps) - AT&T,Min Ookla Upload (Mbps) - AT&T,Max Ookla Upload (Mbps) - AT&T,Avg Ookla Latency (ms) - AT&T,Min Ookla Latency (ms) - AT&T,Max Ookla Latency (ms) - AT&T
197,CAGRAS01,13083 Grass Valley Ave,Grass Valley,CA,95945,39.222633,-121.011011,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,No,SC90363M,< 2 Miles,1.5,305,Yes,Yes,Yes,Nearby,2,26.9,26.3,27.6,1.7,1.5,1.8,30,28,31,RU16760822,1,455.9,455.9,455.9,8.5,8.5,8.5,18,18,18,Nearby,1,22.7,22.7,22.7,0.2,0.2,0.2,31,31,31
1005,NJTINT01,6000 Asbury Ave,Tinton Falls,NJ,7724,40.242582,-74.112086,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,,In-Building Commercial,In-Building Residential,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,NJ08026A,< 2 Miles,1.5,129,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,INMONT01,8635 E State Rd,Monticello,IN,47960,40.7746,-86.7584,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,MW09424A,< 2 Miles,1.5,224,Yes,Yes,Yes,Nearby,7,313.7,159.2,592.2,16.6,1.6,31.1,30,21,58,Nearby,25,245.2,22.3,456.5,28.0,4.1,55.8,46,28,82,Nearby,8,10.0,3.0,17.5,0.8,0.0,2.1,36,26,45
1044,TXMILA01,634 TX-36,Milano,TX,76556,30.706002,-96.846697,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,Outdoor,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,TK01462A,< 2 Miles,1.6,285,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,AZMOBI01,40404 S. 99th Ave,Mobile,AZ,85239,33.079783,-112.280314,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,Outdoor,,No,PH13404F,< 2 Miles,1.6,162,Yes,Yes,Yes,Nearby,1,422.4,422.4,422.4,28.8,28.8,28.8,15,15,15,,,,,,,,,,,,,,,,,,,,,,
1243,WAPORT03,9300 SW Barney,Bremerton,WA,98312,47.5673,-122.7038,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SE06154A,< 2 Miles,1.6,119,Yes,Yes,Yes,Nearby,6,219.0,10.3,606.5,4.5,0.0,12.9,32,13,47,Nearby,6,44.9,29.8,56.4,2.2,0.3,4.5,33,27,45,,,,,,,,,,,
403,PAPINE01,193 Schultz Road,Pine Grove,PA,17963,40.569405,-76.405713,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,,,No,2SC9365A,< 2 Miles,1.6,278,Yes,Yes,Yes,Nearby,1,41.2,41.2,41.2,3.7,3.7,3.7,29,29,29,,,,,,,,,,,,Nearby,1,50.3,50.3,50.3,11.6,11.6,11.6,59,59,59
1094,FLIMMO01,700 Stockade Road,Immokalee,FL,34142,26.39125,-81.408887,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,No,6NC1037A,< 2 Miles,1.6,315,Yes,Yes,Yes,Nearby,2,6.4,4.7,8.1,0.5,0.4,0.5,42,39,44,Nearby,7,801.2,66.3,1281.0,77.0,0.5,130.2,18,13,25,,,,,,,,,,,
640,TXAUST07,2900 Farm to Market Rd 973,Austin,TX,78725,30.240912,-97.623507,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,Outdoor,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Residential,,No,AU01548D,< 2 Miles,1.6,28,Yes,Yes,Yes,Nearby,1,247.1,247.1,247.1,14.0,14.0,14.0,8,8,8,Nearby,1,0.2,0.2,0.2,0.2,0.2,0.2,37,37,37,,,,,,,,,,,
675,NYBERG01,303 Brew Road,Bergen,NY,14416,43.059572,-77.933233,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Residential,,In-Building Residential,In-Building Residential,In-Vehicle,,In-Building Residential,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,No,3GER068A,< 2 Miles,1.6,334,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Nearby,2,80.6,62.5,98.8,1.1,0.2,1.9,138,26,249
1262,NJANNA01,97A Petticoat Ln,Annandale,NJ,8801,40.66668,-74.85671,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,NJ07296A,< 2 Miles,1.6,187,Yes,Yes,Yes,,,,,,,,,,,,Nearby,1,0.9,0.9,0.9,0.0,0.0,0.0,257,257,257,Nearby,1,57.3,57.3,57.3,4.6,4.6,4.6,33,33,33
151,WABURL02,12122 Bay Ridge Dr,Burlington,WA,98233,48.469862,-122.403422,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Commercial,Outdoor,,Yes,SE07130E,< 2 Miles,1.6,325,Yes,Yes,Yes,Nearby,13,98.9,0.0,431.7,7.6,0.0,35.6,32,16,85,Nearby,2,65.1,32.1,98.2,14.3,8.8,19.8,30,30,30,,,,,,,,,,,
1255,WIMILW09,9601 N Wausaukee Rd,Milwaukee,WI,53224,43.192,-88.0552,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Building Residential,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,No,ML22075A,< 2 Miles,1.7,307,Yes,Yes,Yes,Nearby,3,168.9,36.5,262.5,7.0,0.2,14.6,27,25,30,Nearby,3,349.6,291.8,450.6,15.9,4.8,29.2,17,17,17,Nearby,1,72.9,72.9,72.9,0.4,0.4,0.4,60,60,60
1019,WISOME01,611 Laser Dr,Somerset,WI,54025,45.132686,-92.667759,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,Outdoor,In-Building Commercial,In-Building Residential,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,A1N0403A,< 2 Miles,1.7,234,Yes,Yes,Yes,Nearby,6,230.0,87.5,352.3,8.7,1.8,27.4,47,32,60,RX30305846,2,83.6,46.2,121.1,2.2,0.4,4.1,41,30,52,Nearby,21,88.7,3.5,204.5,9.0,0.1,45.9,44,32,78
793,INCLAY03,3830 East Highway 40,Clayton,IN,46118,39.686042,-86.464362,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,MW07225A,< 2 Miles,1.7,335,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,SCFLOR05,708 S STADIUM Rd,FLORENCE,SC,29506,34.195196,-79.714929,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Vehicle,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,No,8FL0411D,< 2 Miles,1.7,89,Yes,Failover Only,Yes,Nearby,3,538.8,187.2,1174.2,4.7,1.4,10.1,31,28,34,Nearby,3,84.8,3.2,244.8,5.2,0.4,9.9,57,37,94,Nearby,4,205.2,168.2,254.2,13.7,0.0,20.1,26,19,33
604,MNBURN01,2650 West Cliff Rd,Burnsville,MN,55337,44.779946,-93.322967,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A1P0123A,< 2 Miles,1.7,200,Yes,Yes,Yes,Nearby,9,174.7,0.5,443.9,11.1,0.2,27.0,27,11,52,Nearby,11,507.9,31.2,1341.2,54.5,10.6,118.3,23,15,42,Nearby,11,246.1,28.8,523.6,8.9,0.1,39.2,38,11,67
226,MDCUMB01,13810 Hazmat Drive,Cumberland,MD,21502,39.604449,-78.813477,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,Yes,7CMB043A,< 2 Miles,1.7,229,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,MSPASS02,8280 Firetower Rd Pass,Christian,MS,39571,30.408122,-89.241984,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Vehicle,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,No,9MT0030A,< 2 Miles,1.7,229,Yes,Yes,Yes,Nearby,2,125.2,123.2,127.1,0.7,0.5,0.8,35,31,38,Nearby,1,55.4,55.4,55.4,3.5,3.5,3.5,35,35,35,Nearby,20,31.4,2.9,96.5,6.9,0.1,16.5,58,49,95
927,WIMARS02,501 S. Hume Ave,Marshfield,WI,54449,44.653021,-90.149056,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,,,Yes,ML93434A,< 2 Miles,1.7,293,Yes,Yes,Yes,Nearby,2,22.7,13.7,31.7,0.8,0.5,1.1,58,38,78,Nearby,4,122.2,10.2,379.6,1.7,0.0,3.0,39,29,57,Nearby,1,0.5,0.5,0.5,0.1,0.1,0.1,152,152,152
240,MITHRE02,14094 M-60,Three Rivers,MI,49093,41.915328,-85.692227,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,KZ05371A,< 2 Miles,1.8,58,Yes,Yes,Yes,,,,,,,,,,,,Nearby,2,12.2,11.7,12.6,0.7,0.4,0.9,48,35,61,,,,,,,,,,,
440,IAFAIR01,2026 Libertyville Road,Fairfield,IA,52556,40.985951,-91.981159,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Vehicle,In-Vehicle,In-Vehicle,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,Yes,DM05910A,< 2 Miles,1.8,349,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,KSJUNC01,2300 Elmdale Road,Junction City,KS,66441,39.048413,-96.846356,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Building Residential,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,Yes,A5K0012B,< 2 Miles,1.8,142,Yes,Yes,Yes,Nearby,1,11.8,11.8,11.8,1.9,1.9,1.9,22,22,22,,,,,,,,,,,,Nearby,1,9.3,9.3,9.3,0.7,0.7,0.7,45,45,45
239,MITHRE01,14072 M-60,Three Rivers,MI,49093,41.915173,-85.692582,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Residential,,No,KZ05371A,< 2 Miles,1.8,58,Yes,Yes,Yes,,,,,,,,,,,,Nearby,2,12.2,11.7,12.6,0.7,0.4,0.9,48,35,61,,,,,,,,,,,
1187,AZWINK01,8195 Highway 77,Winkleman,AZ,85292,32.948938,-110.737069,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,,No,PH44750B,< 2 Miles,1.8,158,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,LAWALK01,29340 Woodside Dr,Walker,LA,70785,30.487746,-90.826507,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,Outdoor,In-Building Commercial,In-Building Residential,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,No,NO00110C,< 2 Miles,1.8,113,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,OHDERW01,11351 Clay Pike,Pleasant City,OH,43772,39.919523,-81.532077,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,In-Building Commercial,In-Building Commercial,Outdoor,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,Outdoor,Outdoor,,No,A6F0740B,< 2 Miles,1.9,7,Yes,Failover Only,Yes,Nearby,1,582.7,582.7,582.7,1.6,1.6,1.6,28,28,28,Nearby,3,233.2,25.9,492.4,17.1,0.0,48.1,36,35,39,Nearby,1,94.4,94.4,94.4,15.5,15.5,15.5,27,27,27
923,WACLEE01,50 Number 5 Mine Rd,Cle Elum,WA,98922,47.205154,-120.969236,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,SE09033C,< 2 Miles,1.9,304,Yes,Yes,Yes,Nearby,3,55.7,6.0,124.2,2.4,0.7,5.6,31,23,42,Nearby,6,29.3,5.6,41.0,3.6,0.5,6.9,43,32,52,Nearby,5,95.3,23.1,162.5,16.1,4.9,34.5,31,22,42
93,MNDULU02,1105 Port Terminal Dr,Duluth,MN,55802,46.754002,-92.100143,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Residential,,No,A1N0271A,< 2 Miles,1.9,310,Yes,Yes,Yes,Nearby,1,358.4,358.4,358.4,12.7,12.7,12.7,21,21,21,Nearby,1,367.0,367.0,367.0,16.4,16.4,16.4,24,24,24,Nearby,5,13.6,1.9,21.6,3.3,0.6,6.4,51,34,75
736,NVSPAR02,3400 East Mustang Rd,Sparks,NV,89434,39.509196,-119.613966,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,SC09400A,< 2 Miles,1.9,266,Yes,Yes,Yes,,,,,,,,,,,,Nearby,1,101.9,101.9,101.9,13.7,13.7,13.7,34,34,34,Nearby,2,91.1,35.4,146.8,4.3,0.4,8.1,24,19,29
419,CACALI01,19901 Neuralia Road,California City,CA,93505,35.11065,-117.986714,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SV00021A,< 2 Miles,1.9,53,Yes,Yes,Yes,Nearby,4,147.9,7.7,263.6,8.7,0.8,18.4,62,41,85,,,,,,,,,,,,Nearby,1,70.6,70.6,70.6,1.2,1.2,1.2,33,33,33
1283,WIHILB01,W3105 Schneider Road,Hilbert,WI,54129,44.107738,-88.191688,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,Yes,ML93777A,< 2 Miles,1.9,124,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,NDWAHP01,1016 11th Ave,Wahpeton,ND,58075,46.254496,-96.615076,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,Yes,A1R0595A,< 2 Miles,1.9,14,Yes,Yes,Yes,,,,,,,,,,,,Nearby,1,230.2,230.2,230.2,44.8,44.8,44.8,36,36,36,,,,,,,,,,,
152,IAMITC01,12161 NE 12th Ave,Mitchellville,IA,50169,41.600615,-93.341726,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DM03015A,< 2 Miles,2.0,282,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,MINEWB01,7311 County Road 39,Newberry,MI,49868,46.303277,-85.516704,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Building Residential,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,Yes,UP02180A,< 2 Miles,2.0,294,Yes,Failover Only,Yes,,,,,,,,,,,,Nearby,4,116.7,36.9,197.5,7.9,4.7,13.7,37,33,40,Nearby,2,284.4,243.0,325.9,40.5,34.1,46.9,75,68,81
1163,PAWELL01,782 Antrim Road,Wellsboro,PA,16901,41.643031,-77.274671,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,Outdoor,In-Building Commercial,In-Building Commercial,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,Yes,2TI8828A,< 2 Miles,2.0,350,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,CARIDG02,237 County Line Rd,Ridgecrest,CA,93555,35.619304,-117.636628,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SV14168A,< 2 Miles,2.0,241,Yes,Yes,Yes,Nearby,4,93.9,33.3,203.1,8.3,0.2,18.2,68,38,114,Nearby,6,122.1,23.4,324.8,4.3,0.9,8.6,59,55,69,Nearby,7,191.6,64.6,408.3,14.5,1.4,36.0,25,15,35
39,COCOLO07,1010 Blaney Road,Colorado Springs,CO,80929,38.844408,-104.572251,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DN06191A,< 3 Miles,2.0,99,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,INMICH01,10501 West 300 North,Michigan City,IN,46360,41.654698,-86.901278,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,CH28549A,< 3 Miles,2.0,6,Yes,Yes,Yes,Nearby,24,308.7,1.2,696.4,6.6,0.0,24.1,61,18,275,Nearby,22,54.6,1.2,246.4,14.2,0.2,46.1,44,16,136,Nearby,5,100.7,47.0,220.3,17.2,9.1,39.0,45,33,54
320,MNROSE02,16454 Blaine Avenue,Rosemount,MN,55068,44.710533,-93.054758,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Vehicle,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,No,A1Q0066A,< 3 Miles,2.1,18,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,NVRENO06,2700 East Mustang Rd,Sparks,NV,89434,39.516568,-119.611977,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,SC09400A,< 3 Miles,2.1,252,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,GAVALD04,2995 Wetherington Ln,Valdosta,GA,31601,30.815006,-83.362456,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Residential,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,9JK0091A,< 3 Miles,2.1,85,Yes,Yes,Yes,,,,,,,,,,,,Nearby,2,113.6,90.2,137.0,14.1,0.2,28.1,41,40,41,,,,,,,,,,,
700,GAVALD01,3163 Wetherington Lane,Valdosta,GA,31601,30.822156,-83.362792,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,,In-Building Commercial,In-Vehicle,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,No,9JK0091A,< 3 Miles,2.2,97,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,WIWEST03,5509 Fuller Street,Weston,WI,54476,44.906694,-89.547587,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,,,Yes,ML93444B,< 3 Miles,2.2,285,Yes,Yes,Yes,PF52687440,4,12.1,1.5,20.6,1.0,0.0,3.5,65,26,83,Nearby,1,20.4,20.4,20.4,6.8,6.8,6.8,31,31,31,Nearby,16,100.7,58.8,191.8,17.2,2.6,29.4,103,48,154
1224,NHROCH04,90 Rochester Neck Road,Rochester,NH,3839,43.244835,-70.961092,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,No,4NB0208A,< 3 Miles,2.2,233,Yes,Failover Only,Yes,,,,,,,,,,,,,,,,,,,,,,,Nearby,1,161.4,161.4,161.4,15.0,15.0,15.0,38,38,38
836,MNBEMI02,4107 Minnkota Ave NW,Bemidji,MN,56601,47.508501,-94.905099,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,A1O0354A,< 3 Miles,2.2,163,Yes,Yes,Yes,,,,,,,,,,,,Nearby,5,75.9,33.0,114.8,25.5,9.5,33.5,31,22,56,Nearby,2,4.0,1.1,6.9,0.6,0.5,0.7,75,64,85
691,MSMAGN01,3104 Lindergh Road,Magnolia,MS,39652,31.1169,-90.4629,,Exception Required,Unlimited,,--,N/a,In-Building Commercial,In-Building Commercial,Outdoor,In-Building Commercial,In-Building Residential,In-Vehicle,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,NO03116S,< 3 Miles,2.2,339,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,ALFOLE01,18110 Eureka Dr,Foley,AL,36535,30.352572,-87.714433,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,,In-Building Residential,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,9MT0138F,< 3 Miles,2.2,47,Yes,Yes,Yes,Nearby,1,4.6,4.6,4.6,0.4,0.4,0.4,39,39,39,Nearby,6,164.5,3.7,539.4,1.9,0.2,3.8,38,25,52,Nearby,8,31.9,1.0,167.1,0.8,0.0,2.1,50,21,73
319,LANEWO02,16400 Chef Menteur,New Orleans,LA,70129,30.04837,-89.886329,,Exception Required,Unlimited,,--,I1201 - Ineligible - No Hsi Coverage Available,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,No,NO03068S,< 3 Miles,2.3,203,Yes,Yes,Yes,Nearby,3,3.2,1.4,4.6,0.1,0.0,0.3,68,42,118,,,,,,,,,,,,Nearby,2,34.8,22.3,47.2,1.5,0.4,2.6,636,135,1136
